N.,Denominaci�n,Departamento,Provincia,Distrito,�rea
1051,Instituto De Promocion Y Educacion Popular,Ancash,Ancash,Chimbote,educación
1052,Instituto De Promocion Y Proyeccion Social Inkawasi Kañaris,Lambayeque,Lambayeque,Ferreñafe,educación
1053,"Instituto De Reafirmacion De Los Pueblos Aimaras, Quechuas Y Amazonences-Peru",Lima,Lima,Lima,agropecuario / ambiente / cultura / economía / género / gobernabilidad / producción
1054,Instituto De Salud Popular,Lima,Lima,Santiago De Surco,educación / gobernabilidad / salud
1055,Instituto De Solidaridad Social Juan Pablo Ii,Cusco,Cusco,San Sebastian,educación
1056,Instituto De Superacion Social Prodesarrollo,Huanuco,Huanuco,Amarilis,educación
1057,Instituto Del Bien Comun,Lima,Lima,Jesus Maria,ambiente
1058,Instituto Del Paramo,Lima,Lima,Santiago De Surco,ambiente
1059,Instituto Ecoturistico Y Desarrollo De Montañas,Huanuco,Huanuco,Huanuco,educación
1060,Instituto Geopolitico Latinoamericano,Lima,Lima,Lince,educación
1061,Instituto Guillermina Kcomt,La Libertad,La Libertad,Chepen,gobernabilidad
1062,Instituto Integral De Desarrollo Comunal - Indesco,Huancavelica,Huancavelica,Huancavelica,género / gobernabilidad / inclusión social
1063,Instituto Internacional Educativo Para El Desarrollo Y Empleo Familiar,Lima,Lima,Villa Maria Del Triunfo,economía / educación
1064,Instituto Invertir,Lima,Lima,San Isidro,producción
1065,Instituto Libertad,Arequipa,Arequipa,Jose Luis Bustamante Y Rivero,inclusión social / salud
1066,Instituto Libertad Y Democracia,Lima,Lima,Miraflores,gobernabilidad / justicia
1067,Instituto Mallku Para El Desarrollo Sostenible,Puno,Puno,Puno,ambiente / género / salud
1068,Instituto Mundo Libre,Lima,Lima,Pachacamac,género
1069,Instituto Nacional De Investigaciones Socio-Economicas Para El Desarrollo Peru Machupicchu,Lima,Lima,Lima,agropecuario / educación / género
1070,Instituto Natura,Ancash,Ancash,Chimbote,agropecuario / salud
1071,Instituto Paititi De Preservacion De Ecologia Y Cultura Indigena,Cusco,Cusco,Calca,ambiente / comercio y turismo / inclusión social
1072,Instituto Para El Desarrollo Economico Y Social De Los Andes Del Sur Del Peru,Lima,Lima,Pueblo Libre,educación / género
1073,Instituto Para El Desarrollo Infantil - Arie,Lima,Lima,La Molina,género
1074,Instituto Para El Desarrollo Integral Y Conservacion De La Amazonia,Loreto,Loreto,Iquitos,educación / gobernabilidad / salud
1075,Instituto Para El Desarrollo Y Bienestar Socio Economico Del Peru - Idebisep,La Libertad,La Libertad,Trujillo,ambiente / género / inclusión social
1076,Instituto Para El Desarrollo Y La Paz Amazonica,San Martin,San Martin,Tarapoto,agropecuario / ambiente / ciencia y tecnología / educación / género / gobernabilidad / salud
1077,"Instituto Para El Desarrollo, Prevencion Y Reduccion Del Riesgo - Ong",Lima,Lima,Santiago De Surco,ambiente / inclusión social
1078,Instituto Para El Fomento De La Paz Y Desarrollo,Ayacucho,Ayacucho,Ayacucho,gobernabilidad
1079,Instituto Para La Ecoeficiencia Y Sostenibilidad Ambiental Amazonica - Iesam,Loreto,Loreto,Belen,ambiente / educación
1080,Instituto Para La Investigacion Pedagogica Yachay Wasi,Arequipa,Arequipa,Arequipa,educación
1081,Instituto Para La Investigacion Y El Desarrollo Economico Y Social De Huancavelica,Huancavelica,Huancavelica,Huancavelica,cultura / educación / salud / vivienda y saneamiento
1082,Instituto Peruano De Accion Empresarial,Lima,Lima,Miraflores,educación
1083,Instituto Peruano De Educacion En Derechos Humanos Y La Paz,Lima,Lima,Pueblo Libre,educación / gobernabilidad / inclusión social / justicia
1084,Instituto Peruano De Fomento Educativo,Lima,Lima,Magdalena Del Mar,educación / género
1085,Instituto Peruano de Investigación de Familia y Población,Lambayeque,Lambayeque,Chiclayo,gobernabilidad
1086,Instituto Peruano de Paternidad Responsable,Lima,Lima,Jesus Maria,educación / género / gobernabilidad / inclusión social / salud
1087,Instituto Peruano para el Desarrollo Amazonico,Huanuco,Huanuco,Huanuco,agropecuario / producción
1088,Instituto Prensa Y Sociedad,Lima,Lima,Miraflores,ciencia y tecnología / cultura / educación / género / gobernabilidad / justicia
1089,Instituto Proactivo,Lima,Lima,San Isidro,educación
1090,Instituto Promocion Y Desarrollo Agrario,Lima,Lima,Barranco,género / trabajo
1091,Instituto Promoviendo Desarrollo Social  Iprodes,Lima,Lima,Jesus Maria,ambiente / género / gobernabilidad / justicia / salud
1092,Instituto Proyecto Solidaridad Global - Ipsg,Lima,Lima,Jesus Maria,ambiente / educación / inclusión social / justicia / producción / salud
1093,Instituto Pueblo Y Desarrollo Peru,Lima,Lima,Jesus Maria,ambiente / educación
1094,Instituto Redes De Desarrollo Social,Lima,Lima,Jesus Maria,género
1095,Instituto Region Y Desarrollo,Apurimac,Apurimac,Abancay,ciencia y tecnología / economía / educación / género / gobernabilidad / salud
1096,Instituto Regional De Asesoramiento Y Estudios Peruano Amazonico,San Martin,San Martin,Tarapoto,educación / producción
1097,Instituto Regional Para La Educacion Y El Desarrollo,Junin,Junin,Huancayo,ambiente
1098,Instituto Runa De Desarrollo Y Estudios Sobre Genero,Lima,Lima,San Miguel,cultura / educación / gobernabilidad / salud
1099,Instituto Tangarana,Loreto,Loreto,Belen,ambiente
1100,Instituto Teleducativo Los Tallanes,Piura,Piura,Castilla,educación
1101,Instituto Trabajo Y Familia,Lima,Lima,Santiago De Surco,educación / trabajo
1102,Instituto Ventana Al Saber,Lima,Lima,Lima,agropecuario / ambiente
1103,Integracion Y Solidaridad,Lima,Lima,Ate,educación / género / gobernabilidad / inclusión social / salud / trabajo
1104,"International Association For The Study Of Sexuality, Culture And Society",Lima,Lima,Miraflores,ciencia y tecnología
1105,Inti Huahuacuna,Cusco,Cusco,Santiago,género
1106,Investigacion En Clima Para La Accion,Lima,Lima,Pueblo Libre,ambiente
1107,Investigacion Integrales De Proyectos Desarrollo Rural Andina Amazonico,Ayacucho,Ayacucho,Ayacucho,ambiente / educación
1108,Investigacion Para El Desarrollo Y Educacion Medio Ambiental,Junin,Junin,Chilca,ambiente / género / salud
1109,Investigaciones Medicas En Salud,Lima,Lima,Lince,educación / género / salud
1110,Ipes Promocion Del Desarrollo Sostenible,Lima,Lima,San Isidro,ambiente / género / producción / vivienda y saneamiento
1111,Junta De Desarrollo Distrital De Pamparomas,Ancash,Ancash,Pamparomas,agropecuario
1112,Junta De Usuarios De Agua De La Cuenca Del Rio Moche,La Libertad,La Libertad,Trujillo,agropecuario
1113,Junta Nacional Del Cafe,Lima,Lima,Jesus Maria,agropecuario
1114,Juventud Sin Fronteras Del Peru,Junin,Junin,Pichanaqui,ambiente / educación
1115,Kaipacha Inti Para Ayuda Al Peru,Junin,Junin,Satipo,agropecuario / educación / género / salud / vivienda y saneamiento
1116,Kallpa Wayna Inti Peru,La Libertad,La Libertad,Trujillo,ambiente / vivienda y saneamiento
1117,Kanan Huarak,Lima,Lima,San Miguel,educación / género
1118,Kene Instituto de Estudios Forestales y Ambientales,Lima,Lima,Pueblo Libre,ambiente
1119,Krochet Kids Peru,Lima,Lima,Chorrillos,educación / género
1120,Kunamia,Lima,Lima,San Miguel,educación / género
1121,La Casa De La Mujer,Ancash,Ancash,Chimbote,género
1122,Latitud Sur,Loreto,Loreto,Iquitos,salud
1123,Legion Sos,Lima,Lima,Santiago De Surco,educación / género / salud
1124,Lesbianas Independientes Feministas Socialistas,Lima,Lima,Lince,género
1125,Libelula Instituto Para El Cambio Global,Lima,Lima,Barranco,educación / género
1126,Lideres Profesionales Para La Capacitacion Empresarial,Huanuco,Huanuco,Amarilis,ciencia y tecnología / educación / género / gobernabilidad / inclusión social / justicia / trabajo
1127,Liga Peruana Pro-Derechos Humanos,Lima,Lima,Surquillo,género
1128,Llankaq Warmi,La Libertad,La Libertad,Trujillo,ambiente / género / gobernabilidad / inclusión social / producción / salud
1129,Loreto Sin Fronteras,Loreto,Loreto,Iquitos,ambiente / educación / gobernabilidad
1130,Loreto Vida Amazonica,Loreto,Loreto,San Juan Bautista,ambiente / educación
1131,Los Siete Remanentes De Cristo,Junin,Junin,El Tambo,género / vivienda y saneamiento
1132,Luces Para La Humanidad,Puno,Puno,Juliaca,ambiente / ciencia y tecnología / economía / género / gobernabilidad / inclusión social / trabajo
1133,Management Sciences For Health - Peru,Lima,Lima,San Isidro,salud
1134,Mano A Mano Peru,Lima,Lima,Comas,género
1135,Mas Esperanza De Vida Y Salud - Ong´D,La Libertad,La Libertad,San Pedro De Lloc,salud
1136,Masi Ayllu,Ica,Ica,Ica,género
1137,Md+Salud,Lima,Lima,Santiago De Surco,salud
1138,Mda - Mecanismos De Desarrollo Alternos,Lima,Lima,San Isidro,ambiente / producción
1139,Microcredito Para El Desarrollo La Ch´Uspa,Cusco,Cusco,Cusco,economía / género
1140,Microjusticia Peru - Ongd,Lima,Lima,Comas,justicia
1141,Ministerio Internacional De Desarrollo,Lima,Lima,San Isidro,educación / género
1142,Ministerio Sembrando El Retorno - Salvando Vidas,Lambayeque,Lambayeque,Chiclayo,ambiente / educación / género / gobernabilidad
1143,Minka Trujillo,La Libertad,La Libertad,Trujillo,ciencia y tecnología / inclusión social
1144,Mision Evangelica Del Principe De Paz,Lima,Lima,Comas,educación / género
1145,Mision Hombres De Valor,Junin,Junin,Rio Negro,género
1146,Mision Internacional Catedral De Vida,La Libertad,La Libertad,Trujillo,educación / género
1147,Mision Medica Catolica - Cmmb Del Peru,Lima,Lima,San Isidro,salud
1148,Mision Padre Hijo Y Espiritu Santo,Lima,Lima,Chorrillos,género
1149,Mision Solidaria - Miso,Lima,Lima,Lima,cultura / educación
1150,Mision Suiza En El Peru,Ucayali,Ucayali,Yarinacocha,educación / inclusión social / vivienda y saneamiento
1151,Mision Wanca,Junin,Junin,Huancayo,inclusión social
1152,Misiones Con Proposito,Huanuco,Huanuco,Huanuco,ambiente / educación / salud
1153,Misiones Del Agua Peru,Loreto,Loreto,Belen,ambiente
1154,Mother Pacha,Lima,Lima,Jesus Maria,educación / gobernabilidad / inclusión social / salud / vivienda y saneamiento
1155,Movimiento Apostolico De Laicos Ccrisma,Lima,Lima,San Miguel,educación / género
1156,Movimiento Ciudadano Frente Al Cambio Climatico,Lima,Lima,Jesus Maria,ambiente
1157,Movimiento De Adolescentes Y Niños Trabajadores Hijos De Obreros Cristianos,Lima,Lima,San Luis,educación / género / inclusión social / salud
1158,Movimiento De Promocion Por Los Derechos Humanos De Las Mujeres Amhauta,Cusco,Cusco,Wanchaq,ambiente / educación / gobernabilidad
1159,Movimiento El Pozo,Lima,Lima,Breña,género / justicia
1160,Movimiento Manuela Ramos,Lima,Lima,Pueblo Libre,educación / género / gobernabilidad / inclusión social / justicia / producción
1161,Movimiento Nacional Del Niño Y Adolescente Trabajador Organizados Del Peru,Lima,Lima,San Juan De Miraflores,género
1162,Movimiento Para La Realizacion Del Habitat Social,Piura,Piura,Piura,ambiente / educación / género / salud
1163,Movimiento Peruanos Sin Agua,Lima,Lima,Surquillo,agropecuario / ambiente
1164,Movimiento Siervos De Los Pobres Del Tercer Mundo,Cusco,Cusco,Andahuaylillas,educación / gobernabilidad / inclusión social
1165,Mujeres Del Peru,Junin,Junin,Huancayo,género
1166,Naturaleza Y Cultura Peru,Loreto,Loreto,Iquitos,educación
1167,Nedeelir Juntos & Contigo,Junin,Junin,Huancayo,ambiente / género
1168,Ngo Esperanza,Lima,Lima,La Molina,educación / inclusión social
1169,Niño Tambo Hosanna (Nitahos),Ucayali,Ucayali,Campoverde,género
1170,Niños Del Cusco,Cusco,Cusco,Wanchaq,género / salud
1171,Noble Accion,Lima,Lima,Pueblo Libre,educación / gobernabilidad
1172,Nongovernmental Organization For Development Health Agroindustries Freedom Housing And Ecosystems Peru,La Libertad,La Libertad,Victor Larco Herrera,gobernabilidad
1173,Nuestro Horizonte Verde,Loreto,Loreto,Iquitos,ambiente
1174,Nutricion Y Ambiente Saludable Para La Infancia,Ucayali,Ucayali,Calleria,salud
1175,"O.N.G ""Animate Para Vivir""",Huanuco,Huanuco,Amarilis,ambiente / educación
1176,O.N.G. Asociacion Humanistica Inka Socratica Con Vision Universal Del Peru,Junin,Junin,El Tambo,género
1177,O.N.G. Asociacion Para El Desarrollo De La Infraestructura Educativa En La Provincia De Jaen,Cajamarca,Cajamarca,Jaen,educación
1178,O.N.G. De Apoyo Para Discapacidad Esperanza Nueva Vida,Ancash,Ancash,Nuevo Chimbote,género / salud
1179,O.N.G. Inchatomashi,Junin,Junin,Mazamari,educación
1180,O.N.G. Instituto Nacional Agro-Ecologico Industrial Del Peru,Lima,Lima,San Juan De Lurigancho,educación / inclusión social
1181,O.N.G. Jovenes Imparables,Ancash,Ancash,Chimbote,ambiente
1182,O.N.G. Kerigma,Junin,Junin,El Tambo,agropecuario / ciencia y tecnología / educación / género / gobernabilidad / inclusión social / producción / salud / trabajo
1183,O.N.G. Mama Alice,Ayacucho,Ayacucho,Ayacucho,educación / salud / vivienda y saneamiento
1184,O.N.G.D. Fortalecimiento Creativo De Capacidades Distintivas,Lima,Lima,Jesus Maria,justicia / salud
1185,Oficina De Solidaridad De Los Carmelitas Descalzos De Peru,Lima,Lima,Lima,educación
1186,Oficina Tecnica De Apoyo Rural,Ayacucho,Ayacucho,Ayacucho,agropecuario / producción
1187,Ojo En La Cerradura,Lima,Lima,Magdalena Del Mar,ambiente / educación / género / inclusión social
1188,"Onampitsite, Noshaninkaye, Tzinani",Lima,Lima,Ate,inclusión social
1189,One To One Personal Teaching Asociacion Cultural Educativa Australia Peru,Lima,Lima,San Borja,educación
1190,Ong - Aposento Del Oriente,Ucayali,Ucayali,Calleria,educación / género
1191,Ong - Asociacion Defensora De Los Animales Y El Medio Ambiente  Adaa,Huanuco,Huanuco,Huanuco,ambiente / salud
1192,Ong - Centro De Investigacion Y Desarrollo Peruano,Huancavelica,Huancavelica,Huancavelica,ambiente
1193,Ong - Gotas De Agua Viva,Lima,Lima,San Martin De Porres,ambiente / inclusión social / justicia
1194,Ong - Sociedad Peruana De Agroecologia Cultura Y Desarrollo Integral,Junin,Junin,Huacrapuquio,ambiente
1195,Ong Accion Para El Desarrollo,Lambayeque,Lambayeque,Chiclayo,ambiente / educación / género / salud
1196,Ong Alternativa Solidaria Para El Desarrollo En Sudamerica,Junin,Junin,Huancayo,gobernabilidad / justicia / producción / vivienda y saneamiento
1197,Ong Ambiental Aguas Es Vida,Junin,Junin,El Tambo,ambiente
1198,Ong Amor Y Compasion,La Libertad,La Libertad,Trujillo,educación / género
1199,Ong Asociacion De Las Amigas De La Tercera Edad De Calcuta,Ancash,Ancash,Independencia,educación
1200,Ong Asociacion Pro Desarrollo Peru-Vida,Lima,Lima,San Borja,agropecuario / educación / género / salud
1201,Ong Avancemos Juntos,La Libertad,La Libertad,Chepen,educación
1202,Ong Ayudacushun,Ancash,Ancash,Nuevo Chimbote,género / inclusión social
1203,Ong Ayudacushun Aukis,Ancash,Ancash,Chimbote,género
1204,Ong Bienestar Y Salud Tercera Edad,La Libertad,La Libertad,Trujillo,educación / género
1205,Ong Biofides,Lima,Lima,Jesus Maria,ambiente / género
1206,Ong Bonllol Tierra Firme De Corobamba,Lima,Lima,La Victoria,ambiente / género
1207,Ong Cajamarquinos Sin Fronteras,Cajamarca,Cajamarca,Cajamarca,ambiente
1208,Ong Carta De La Tierra Peru,Lima,Lima,Barranco,género
1209,Ong Centro De Ecodesarrollo Y Accion Rural,Junin,Junin,Chupaca,agropecuario / vivienda y saneamiento
1210,Ong Centro De Promocion Y Defensa De Los Derechos Sexuales Y Reproductivos,Madre De Dios,Madre De Dios,Tambopata,educación / género / justicia
1211,Ong Centro Peruano De La Mujer Y El Niño - Niña Caminar,Cajamarca,Cajamarca,Jaen,género
1212,Ong Construyendo Un Mañana Con Bienestar Y Responsabilidad,Huanuco,Huanuco,Amarilis,ambiente / educación / género
1213,Ong Contigo Peru,Junin,Junin,El Tambo,educación
1214,Ong Coremar Peru,Huanuco,Huanuco,Amarilis,ambiente / género
1215,Ong Cree En Ti,Lima,Lima,Villa Maria Del Triunfo,educación
1216,Ong Cultura Viva Ahora,Ayacucho,Ayacucho,Ayacucho,ambiente / inclusión social / seguridad
1217,Ong De Asistencia En Proyectos Sociales Del Canipaco Y Zona Altina,Lima,Lima,La Victoria,agropecuario
1218,Ong Despertar A La Luz,Arequipa,Arequipa,Paucarpata,educación / inclusión social / salud
1219,Ong Eco Desarrollo Y Nueva  Alternativa De Vida,Lambayeque,Lambayeque,Lambayeque,ambiente / educación / género / inclusión social
1220,Ong Ecoaldea Utapalca,Ica,Ica,Chavin,ambiente / educación
1221,Ong Fondo De Apoyo Al Desarrollo Regional De Piura,Piura,Piura,Castilla,energía/extractiva / género
1222,Ong Gestion Ambiental De Integracion Social Para El Desarrollo Sostenible,Junin,Junin,El Tambo,ambiente / género
1223,Ong Hampaq Peru,Lima,Lima,Lima,ambiente
1224,Ong Huascaran Progreso,Ancash,Ancash,Independencia,ambiente
1225,Ong Instituto De Investigacion Y Desarrollo Economico Social Los Andes,La Libertad,La Libertad,Trujillo,inclusión social / justicia
1226,Ong Intiwata Peru,Lambayeque,Lambayeque,Jose Leonardo Ortiz,género / gobernabilidad
1227,Ong Jovenes En Riesgo Hacia Un Futuro Diferente,Lima,Lima,Santiago De Surco,educación / gobernabilidad
1228,Ong La Chozita De La Felicidad,Huanuco,Huanuco,Rupa-Rupa,educación / género
1229,Ong Las Manos Que Ayudan De Corazon,Lima,Lima,Miraflores,educación / género
1230,Ong Leonardo Manuel,Junin,Junin,El Tambo,género / salud
1231,Ong Lily Bergerot Reategui - Libere,Lima,Lima,San Miguel,inclusión social
1232,Ong Loreto Pulmon Del Mundo,Loreto,Loreto,Iquitos,agropecuario
1233,Ong Manos Fuertes,Lima,Lima,Miraflores,educación / género / salud
1234,Ong Maria De Los Angeles (Una Nueva Esperanza Para Ti),Lima,Lima,San Juan De Lurigancho,educación
1235,"Ong Medicina, Ciencia Y Tecnologia",Loreto,Loreto,Iquitos,salud
1236,Ong Mi Esperanza,Lima,Lima,San Martin De Porres,agropecuario / género
1237,Ong Mundo Unido,Cajamarca,Cajamarca,Cajamarca,educación
1238,Ong Pamparomas Creciendo Juntos,Ancash,Ancash,Pamparomas,educación / género
1239,Ong Pastoral Penitenciaria San Francisco De Asis - Ofs Oppsafa,Lambayeque,Lambayeque,Chiclayo,educación / salud
1240,Ong Pirqay Peru,Lima,Lima,San Miguel,ambiente / género
1241,Ong Proyecto De Recuperacion Y Defensa De Medio Ambiente Con Desarrollo De Agro Industria Sostenido Huanuco - Ucayali - Ancash - Pasco,Huanuco,Huanuco,Huanuco,ambiente / educación / vivienda y saneamiento
1242,Ong Renovador Impulso,Lima,Lima,San Juan De Lurigancho,género
1243,Ong Rural Yanapekayame Musoq Kawakipac,Ancash,Ancash,Casma,ambiente / educación / género
1244,Ong Salvamento Auxilio Rescate Peru 127,Lima,Lima,San Juan De Lurigancho,género / gobernabilidad
1245,Ong San Benito De Palermo,Callao,Callao,La Perla,ambiente / educación / género / inclusión social / salud
1246,"Ong Solidaridad, Fe Y Esperanza",Lima,Lima,San Vicente De Cañete,ambiente / educación
1247,Ong Somos Mas Que Vencedores En Cristo Jesus,Lima,Lima,La Molina,economía / educación / salud
1248,Ong Sumaq Yachay,Junin,Junin,Concepcion,ambiente / inclusión social
1249,Ong Taushiro,Loreto,Loreto,Iquitos,ambiente
1250,Ong Uno Para Todos Y Todos Para Uno,Lima,Lima,San Juan De Miraflores,educación / género
1251,Ong Vida Saludable Y Desarrollo Peru,Ancash,Ancash,Huaraz,ambiente / género
1252,Ong Vida Verde Y Derechos Humanos Para Las Regiones Unidas Del Peru Y El Mundo,Ayacucho,Ayacucho,Ayacucho,ambiente / gobernabilidad / inclusión social / justicia
1253,Ong. Arcores Peru,Cajamarca,Cajamarca,Chota,educación / género
1254,Ong. Cedefa - Cochabamba,Cajamarca,Cajamarca,Cochabamba,ambiente / inclusión social
1255,Ong. Desarrollo Integral Y Armonico En Cristo,Junin,Junin,Huancayo,género
1256,Ong. Liderazgo & Desarrollo Social,Junin,Junin,El Tambo,ambiente
1257,Ong´D Atupcan,Loreto,Loreto,Iquitos,ambiente / educación / salud
1258,Ong´D Nuevo Rumbo,Lima,Lima,La Molina,economía / educación / salud
1259,Ong-Centro De Investigacion Productiva Comunal,Junin,Junin,El Tambo,salud
1260,Ongd - Llamellin,Lima,Lima,Huaura,ambiente / ciencia y tecnología / trabajo
1261,Ongd Agua Para El Mundo Paz Y Amor Ld,La Libertad,La Libertad,Trujillo,educación / gobernabilidad
1262,Ongd Asociacion Para La Biodiversidad Sostenible,Pasco,Pasco,Oxapampa,ambiente
1263,Ongd Corazones Milagrenses,La Libertad,La Libertad,Trujillo,educación / género / salud
1264,Ongd Creciendo Juntos San Miguel Arcangel,Junin,Junin,El Tambo,educación / género
1265,"Ongd De Ayuda, Cooperacion, Solidaridad Y Amor Sin Fronteras",La Libertad,La Libertad,Victor Larco Herrera,educación / género
1266,Ong'D He3 Helio Energy And Environmental Engineering,Piura,Piura,Piura,agropecuario / ambiente / educación / género / salud
1267,Ongd Imasumac,Huanuco,Huanuco,Ambo,ambiente / gobernabilidad
1268,Ongd Llankasun Peru,Apurimac,Apurimac,Curahuasi,educación / inclusión social
1269,Ong'D Luz Y Esperanza,Lima,Lima,Barranco,vivienda y saneamiento
1270,Ongd Por Amor A Tumbes,Tumbes,Tumbes,Tumbes,ambiente / comercio y turismo / género
1271,Ongd Proyecto Solidario Por La Infancia Peru,Junin,Junin,El Tambo,género
1272,Ongd Sos Pan Peru,Lima,Lima,Jesus Maria,ambiente / educación / género / salud / vivienda y saneamiento
1273,Ongd Tierra Nuestra-Peru,Lima,Lima,San Isidro,género
1274,Ongd Trabajando Juntos Lograremos El Exito,Lima,Lima,San Martin De Porres,educación / producción / salud / trabajo
1275,Ongd Trascender Peru,Junin,Junin,Huancayo,educación / género
1276,Ongd Unidos Con Dios,Ica,Ica,Parcona,educación / salud
1277,Ongd Valle Verde,Piura,Piura,Castilla,agropecuario / ambiente / educación / inclusión social / producción / salud / vivienda y saneamiento
1278,Ongd Vidas Dignas - Peru,Lima,Lima,Santiago De Surco,educación
1279,"Ongd, Profesionales Con Vision Para El Desarrollo Sostenible",Huanuco,Huanuco,Amarilis,género
1280,Ong-Kuskay Risun-Drer,Junin,Junin,Huancayo,ambiente / educación
1281,Ongs Para El Servicio Asistencial De Salud Del Alto Andino Del Rio Huallaga Departamento De Huanuco Distrito De Pillco Marca,Huanuco,Huanuco,Pillco Marca,género
1282,Operacion San Andres-Ong,Lima,Lima,Pueblo Libre,educación / género / salud
1283,Operation Underground Railroad Peru,Lima,Lima,Miraflores,gobernabilidad
1284,"Organismo No Gubernamental ""Kuska Qatarisun""",Ayacucho,Ayacucho,Ayacucho,ambiente / producción / trabajo
1285,Organismo No Gubernamental Centro De Promocion Del Desarrollo,Lima,Lima,Magdalena Del Mar,agropecuario / ambiente / transportes y comunicaciones
1286,Organismo No Gubernamental Clinica Albergue Oncopediatrico Shari Wasi,Lima,Lima,Santiago De Surco,género
1287,Organismo No Gubernamental De Desarrollo - Asociacion Hagamoslo,Lima,Lima,Santiago De Surco,inclusión social
1288,Organismo No Gubernamental De Desarrollo - Centro De Investigacion Para El Desarrollo Integral Y Sostenible,Huanuco,Huanuco,Amarilis,agropecuario / ambiente / educación / género / salud
1289,"Organismo No Gubernamental De Desarrollo Asociacion Civil ""Protejamos La Amazonia""",Loreto,Loreto,Iquitos,ambiente / género / salud
1290,Organismo No Gubernamental De Desarrollo Elite,Huanuco,Huanuco,Amarilis,agropecuario / ciencia y tecnología / comercio y turismo / economía / educación / género / gobernabilidad
1291,Organismo No Gubernamental De Desarrollo Islas De Paz Peru,Huanuco,Huanuco,Amarilis,educación / género
1292,Organismo No Gubernamental De Desarrollo Lucero De La Esperanza,Arequipa,Arequipa,Cerro Colorado,ambiente / salud
1293,Organismo No Gubernamental De Desarrollo Mirando El Mañana,Ucayali,Ucayali,Yarinacocha,salud
1294,Organismo No Gubernamental De Desarrollo Siglo Xxi,Arequipa,Arequipa,Paucarpata,educación / salud
1295,"Organismo No Gubernamental De Desarrollo, Apoyo A Familias De Zonas Marginadas Del Peru",Lambayeque,Lambayeque,Pimentel,educación / salud
1296,Organismo No Gubernamental Despertad En Accion,Lambayeque,Lambayeque,Chiclayo,ambiente / educación / salud
1297,"Organismo No Gubernamental Dios, Naturaleza Y Universo Dinaun",Huanuco,Huanuco,Huanuco,género / trabajo
1298,Organismo No Gubernamental Emaus Jesucristo Señor De Los Milagros,Apurimac,Apurimac,Chacoche,ambiente / educación / género
1299,Organismo No Gubernamental Iniciativas De Inclusion Y Sostenibilidad De Pueblos Andinos,Junin,Junin,El Tambo,agropecuario / ambiente / inclusión social / vivienda y saneamiento
1300,Organismo No Gubernamental Instituto Del Sector Economico Popular Del Ucayali,Ucayali,Ucayali,Padre Abad,agropecuario / ambiente / justicia / trabajo
1301,Organismo No Gubernamental Instituto Para El Desarrollo Urbano Y Rural,Ayacucho,Ayacucho,Ayacucho,ambiente / inclusión social / salud
1302,Organismo No Gubernamental Kunan,Junin,Junin,Huancayo,agropecuario / ambiente / educación / producción
1303,Organismo No Gubernamental Para El Desarrollo De Discapacitados De Apurimac,Junin,Junin,Huancayo,ciencia y tecnología / economía / educación / género / gobernabilidad / inclusión social / justicia / producción / salud / trabajo
1304,Organismo No Gubernamental Promotora De Proyectos De Desarrollo Social Hatarisun,Huancavelica,Huancavelica,Huancavelica,ambiente / salud
1305,Organismo No Gubernamental Propuesta Para El Desarrollo Regional,Cajamarca,Cajamarca,Chota,ambiente / educación / género / gobernabilidad
1306,Organismo No Gubernamental Proteccion Ecologica Para La Vida,Cusco,Cusco,Cusco,ambiente
1307,Organismo No Gubernamental Proyecto Integral Para El Desarrollo,Cajamarca,Cajamarca,Bambamarca,agropecuario / salud
1308,Organismo No Gubernamental Proyectos De Desarrollo Social Emprendedor Peru,Ayacucho,Ayacucho,Ayacucho,ambiente / comercio y turismo / vivienda y saneamiento
1309,Organismo No Gubernamental Proyectos Para El Ande Y La Selva Del Peru,Ayacucho,Ayacucho,Ayacucho,agropecuario / comercio y turismo / economía
1310,"Organismo No Gubernamental Proyectos Para La Accion, La Naturaleza Y Servicios Del Peru",Ayacucho,Ayacucho,Ayacucho,educación / género
1311,Organismo No Gubernamental Recapacitar,Junin,Junin,El Tambo,educación / género / gobernabilidad
1312,Organismo No Gubernamental Unidad Para El Desarrollo,Huanuco,Huanuco,Huanuco,educación
1313,Organismo No Gubernamental Valor Y Fe,Junin,Junin,El Tambo,género
1314,Organismo No Gubernamental Vidas Unidas Para El Desarrollo Y Bienestar,Huanuco,Huanuco,Amarilis,género
1315,Organismo Para El Desarrollo Integral Sostenible,Junin,Junin,El Tambo,agropecuario / ambiente / ciencia y tecnología / economía / educación / género / inclusión social / salud / trabajo
1316,Organizacion Alcanzando La Mano - Alma,Apurimac,Apurimac,Curahuasi,género
1317,Organizacion De Desarrollo De Comunidades Nativas De Iparia,Ucayali,Ucayali,Manantay,agropecuario / ambiente / educación / género / salud / vivienda y saneamiento
1318,Organizacion De Los Exalumnos De La Promocion 1965 Del Colegio Nacional Coronel Bolognesi De Chiquian - Ancash,Lima,Lima,San Martin De Porres,ambiente / gobernabilidad / inclusión social
1319,Organización de Personas con Discapacidad y Adulto Mayor Salud Educación Laboral,Lima,Lima,San Juan De Lurigancho,género
1320,Organización Internacional de Desarrollo,Lima,Lima,Lima,género / salud
1321,Organización Nacional de Defensa y Desarrollo de Pueblos Indigenas del Perú,Lima,Lima,Carabayllo,ambiente / gobernabilidad
1322,Organización Nacional e Internacional para el Desarrollo Empresarial Social,Ica,Ica,Ica,agropecuario / ambiente
